12	10	12	0	4	17	8	9	0	8	19	12	14	1	14	18	6	4	10	15	5	1	17	2	7	6	11	16	17	17	6	10	16	9	0	5	13	3	10	13
19	11	12	13	0	5	12	1	11	14	6	13	14	14	16	14	15	11	8	7	8	8	17	11	17	18	9	11	11	4	16	12	16	13	8	3	5	9	7	3
12	1	10	5	5	12	5	9	9	17	17	2	16	4	14	12	0	9	8	4	6	5	2	15	10	15	0	18	8	11	16	11	11	14	12	17	18	19	10	3
15	14	16	16	14	16	8	4	9	19	0	13	17	15	11	14	0	8	16	9	15	6	8	17	5	17	12	5	17	11	3	19	18	13	12	10	17	14	8	1
17	11	16	1	0	0	0	15	17	0	4	4	7	3	12	18	1	6	15	14	8	13	2	16	0	6	11	8	4	9	7	11	4	11	12	6	7	14	10	13
13	1	6	6	13	16	14	17	10	17	4	4	3	6	15	3	14	4	7	9	16	8	9	1	10	8	18	3	4	8	12	9	15	4	9	6	14	6	14	3
8	11	4	17	10	2	14	0	11	3	11	7	16	6	14	17	13	1	3	11	16	1	5	17	4	9	6	3	4	10	13	4	7	11	6	3	17	16	10	11
19	11	3	11	19	18	5	17	0	0	3	7	6	1	13	1	5	17	18	13	15	19	1	9	13	18	3	0	11	11	18	17	15	8	12	7	9	0	3	3
15	8	16	17	16	7	12	7	14	18	15	8	19	9	17	18	19	16	10	14	16	8	1	11	10	7	12	13	4	3	10	17	1	14	0	19	15	16	18	14
11	13	6	11	5	8	14	13	15	0	19	7	6	16	2	7	12	14	17	7	16	15	19	11	16	14	5	17	7	9	3	6	0	6	12	19	17	9	12	7
11	3	3	16	0	0	3	4	15	17	11	17	18	4	19	17	5	9	17	15	13	11	3	9	13	18	10	3	17	4	6	9	5	16	0	9	16	1	18	16
0	12	4	1	13	12	2	18	16	19	15	8	5	15	1	3	5	11	17	4	17	0	17	11	14	18	6	7	7	11	10	16	4	19	0	6	7	0	10	18
15	8	10	16	15	12	9	4	0	3	12	4	8	3	2	11	19	4	18	8	8	1	2	1	12	9	10	17	17	10	16	3	0	10	17	6	6	0	4	14
2	16	14	16	16	8	12	11	17	14	1	2	3	4	5	1	14	15	10	7	8	18	13	5	4	13	6	7	17	3	17	10	15	10	6	18	16	13	14	1
18	18	3	16	5	7	11	1	11	9	11	12	5	16	5	2	17	14	2	14	5	0	9	3	14	13	3	11	15	17	1	12	17	11	19	8	6	6	8	13
18	3	5	13	0	8	0	19	16	3	19	7	16	9	11	2	6	11	19	15	0	8	1	3	4	4	12	17	0	11	4	17	18	16	14	5	18	10	4	5
13	13	8	9	10	16	5	1	14	14	8	13	19	11	14	5	14	9	19	15	9	15	19	9	14	10	10	8	8	7	17	18	17	10	2	10	5	0	18	5
2	7	3	0	14	4	15	11	5	17	19	4	3	1	1	2	19	17	18	14	9	18	17	2	19	9	9	18	0	12	7	4	7	14	1	7	7	6	7	11
13	10	14	5	8	14	15	9	10	3	12	1	8	16	19	15	15	7	8	13	16	11	9	16	14	17	10	7	7	12	13	19	16	17	12	5	15	13	2	6
12	1	0	9	8	14	0	1	18	12	1	4	15	12	17	3	12	15	10	9	19	1	1	11	0	18	5	3	15	1	7	12	5	8	4	11	18	11	2	19
8	8	4	12	0	18	12	18	11	2	8	8	8	2	15	18	7	5	15	9	15	16	3	3	7	18	5	16	8	19	12	10	14	16	1	10	7	13	8	11
17	18	3	6	8	7	12	11	8	8	12	11	18	3	19	3	13	11	15	3	16	18	2	2	16	18	12	5	3	14	2	18	18	4	2	0	18	0	12	18
19	3	2	2	2	5	15	15	10	13	8	1	12	12	11	15	0	16	2	11	17	17	17	2	17	13	3	3	4	9	3	10	0	10	0	18	9	11	3	19
5	12	0	3	13	5	0	15	14	8	17	4	12	10	16	18	18	11	3	16	15	9	8	9	12	4	18	17	17	12	8	19	14	14	9	18	6	7	7	4
17	12	2	3	2	18	4	18	19	0	0	11	3	1	5	12	18	16	14	5	9	1	5	7	15	14	10	8	17	3	2	12	15	16	0	8	18	16	7	5
17	13	12	16	1	2	2	0	14	2	4	2	8	9	16	12	17	17	8	4	0	13	17	5	15	7	15	11	7	2	12	19	9	4	4	9	6	10	3	16
8	16	6	0	4	17	4	13	5	12	17	1	3	10	5	14	5	7	3	5	8	15	1	16	16	10	3	5	1	4	10	18	1	4	17	17	19	10	8	6
2	10	6	17	5	2	14	9	19	6	1	10	6	9	12	11	7	11	16	9	6	16	8	2	0	18	8	6	3	3	1	3	4	10	15	1	14	10	7	16
0	9	12	16	2	14	17	19	10	9	13	17	16	1	11	5	14	7	14	16	12	19	2	11	5	10	8	11	0	14	2	9	0	10	4	7	15	7	10	4
15	18	16	5	14	2	17	15	9	18	19	10	7	12	11	3	12	9	19	15	17	16	17	6	3	18	8	17	11	12	18	16	15	11	17	5	6	16	14	6
15	10	3	9	4	2	2	14	10	16	6	1	5	3	11	7	6	15	7	12	12	15	13	5	12	7	5	15	0	18	18	17	14	16	6	7	16	12	4	13
8	12	2	13	19	16	2	4	18	16	1	8	0	2	19	5	18	14	1	14	17	13	19	9	10	4	4	7	11	8	2	11	18	17	15	17	6	19	17	4
17	7	4	9	15	4	9	13	10	13	1	7	7	4	5	5	13	3	2	12	12	16	9	12	10	6	3	13	7	11	11	3	17	13	6	9	19	1	2	3
17	18	5	12	4	17	2	19	14	6	6	17	19	12	6	1	12	12	17	11	13	8	2	17	8	0	5	18	17	19	11	6	18	10	12	10	6	6	6	4
13	7	16	3	5	0	7	11	2	16	11	1	17	15	6	12	6	17	19	8	19	11	11	0	16	8	8	11	11	19	1	16	15	19	9	10	14	11	10	13
18	11	12	13	13	18	8	13	8	6	17	2	14	11	11	18	19	15	15	11	19	0	19	17	0	8	10	6	6	1	12	17	5	10	19	3	19	1	17	14
8	1	4	12	14	8	11	7	16	0	0	12	19	14	17	15	12	11	18	12	9	18	2	0	17	8	0	11	3	7	6	19	5	11	6	19	19	18	3	6
1	9	5	6	10	18	3	7	0	14	19	6	7	6	19	17	1	11	7	14	15	6	13	12	17	14	3	11	17	1	10	6	11	14	4	5	14	3	17	11
1	7	0	17	10	12	3	13	19	14	6	4	6	15	2	18	0	5	16	4	13	8	9	5	10	4	15	5	6	12	2	10	4	9	19	7	17	18	4	6
0	16	4	6	8	5	14	4	10	2	19	2	12	2	17	12	6	8	18	14	13	6	11	6	14	10	10	0	0	17	11	11	5	8	14	18	5	14	7	10
0	3	5	2	5	2	2	17	11	17	0	11	15	16	15	7	0	3	3	14	9	18	8	6	5	13	5	16	7	1	10	18	16	9	17	0	19	11	7	5
17	16	5	5	16	16	8	9	11	18	8	17	18	10	2	12	5	4	10	8	6	0	13	9	17	14	12	13	15	2	7	18	7	6	6	5	1	14	14	6
1	12	8	11	4	0	12	14	0	9	12	1	19	11	11	5	7	1	2	13	8	0	8	11	15	0	0	3	11	17	7	19	18	19	17	9	14	9	14	11
19	11	8	2	15	4	9	18	0	6	1	17	8	15	12	18	17	16	7	15	16	6	13	9	16	15	0	17	0	7	11	12	15	11	4	0	1	19	6	16
13	18	16	12	1	6	15	18	15	0	2	8	14	1	11	11	5	6	2	4	12	5	8	9	3	4	6	16	17	1	16	4	18	11	2	0	14	12	2	6
11	8	12	13	8	4	4	1	15	18	17	12	15	6	12	11	5	5	18	11	13	17	3	5	7	6	4	18	11	14	11	19	4	14	2	5	19	12	14	1
8	9	12	1	16	16	2	4	5	17	12	1	12	15	16	11	13	12	10	3	2	11	1	3	7	6	6	17	15	1	16	19	17	11	15	7	9	16	18	5
0	1	16	0	10	17	8	15	5	3	2	7	5	3	19	11	0	12	15	4	6	11	19	7	19	0	0	8	6	10	4	10	5	13	4	8	19	13	3	7
17	13	8	0	15	14	5	15	8	17	0	1	14	4	15	14	7	14	15	8	0	17	1	5	14	17	5	18	4	2	17	16	9	17	14	7	14	16	17	14
15	16	16	17	4	18	9	14	16	14	12	2	9	3	14	12	15	14	14	15	17	17	8	12	16	4	9	17	6	1	9	9	4	4	1	19	13	7	3	11
2	12	5	15	0	5	8	17	18	9	10	12	12	5	19	14	18	9	18	9	0	19	1	17	16	7	6	16	17	7	12	11	1	13	19	5	17	18	10	7
18	9	8	6	1	5	2	13	14	0	1	8	5	12	15	17	5	16	18	7	0	5	2	6	19	17	9	5	15	10	4	3	14	14	15	10	13	1	4	16
11	12	12	15	19	7	9	13	10	10	2	6	18	2	13	1	19	7	17	9	17	5	13	0	17	13	11	8	3	2	17	16	7	16	17	3	17	12	4	3
18	11	2	9	16	16	11	11	15	19	13	6	12	1	2	17	1	7	15	5	17	1	8	0	12	15	8	18	11	7	13	6	1	9	0	9	18	13	18	7
15	7	3	1	2	2	5	18	5	9	1	12	16	6	2	15	15	4	7	11	2	13	19	6	12	0	12	0	7	7	17	6	14	19	16	18	13	14	2	4
1	8	2	9	1	17	14	9	16	13	4	12	5	10	15	18	19	1	15	15	12	6	3	16	5	17	8	7	17	12	1	11	15	6	6	8	9	9	1	14
19	7	0	11	19	6	11	18	9	3	4	13	18	16	15	11	6	15	3	3	16	0	17	6	8	10	5	13	17	11	2	19	4	16	9	17	5	3	17	10
1	8	10	5	4	8	5	19	17	10	13	13	18	5	16	14	5	3	7	8	16	9	9	17	3	0	8	16	3	3	2	16	5	14	4	19	13	11	10	16
19	10	6	2	2	0	4	11	18	0	11	13	14	2	17	1	0	14	10	4	6	6	3	12	12	9	15	5	3	11	12	3	17	19	14	5	16	6	12	5
19	11	14	0	1	12	0	7	11	12	10	11	0	11	15	11	6	9	2	5	16	16	13	0	17	7	10	0	1	19	3	3	17	4	2	19	16	19	10	4
12	7	2	11	14	12	14	0	0	2	13	8	15	5	16	0	7	14	10	6	13	5	9	7	16	18	18	8	0	1	9	19	1	10	12	8	16	14	17	14
0	3	3	15	16	14	14	18	9	13	10	13	6	14	13	17	1	8	10	12	12	17	19	3	16	10	10	10	6	2	1	10	16	9	9	6	6	19	2	11
15	9	6	1	19	8	4	18	8	2	6	7	8	14	14	3	15	15	2	8	5	18	5	16	5	7	0	18	3	17	4	16	1	13	0	18	14	7	6	7
2	1	5	15	16	6	5	4	15	0	15	1	17	11	1	3	17	11	3	9	13	13	11	12	8	9	15	17	11	17	18	10	9	10	2	8	18	1	7	14
2	14	8	6	2	0	8	1	0	10	6	2	3	9	13	2	12	9	3	8	2	11	2	2	4	4	5	13	3	4	13	11	11	9	2	1	9	13	2	14
1	3	6	3	10	8	11	14	14	12	19	8	15	5	17	1	15	1	15	5	0	11	17	9	0	9	15	15	1	14	18	12	4	6	1	6	15	13	8	3
2	18	14	1	13	12	3	11	17	13	2	12	19	11	11	12	15	6	3	16	6	17	1	17	5	14	3	11	12	10	11	6	1	16	2	6	5	13	4	16
2	3	16	1	15	16	12	1	17	6	0	12	18	12	15	7	12	5	14	4	12	19	8	3	19	14	10	13	8	17	9	4	0	19	14	3	7	10	6	3
0	14	0	0	5	18	4	11	18	18	8	2	9	14	5	15	15	1	7	15	2	19	9	6	10	15	11	8	4	14	16	4	9	8	6	10	6	1	4	14
15	13	12	5	1	18	15	0	15	17	1	11	14	10	6	17	7	1	19	4	8	9	1	7	4	14	4	17	3	8	11	17	14	9	19	17	15	11	3	10
11	14	2	1	1	14	8	9	15	8	11	1	15	14	1	1	18	12	16	16	1	0	13	16	3	13	0	5	0	3	11	11	11	8	19	19	7	0	4	3
15	9	14	5	13	6	4	14	14	6	2	13	15	2	5	7	5	4	8	8	9	6	2	0	13	4	11	0	4	19	2	10	11	13	1	9	9	16	17	10
18	10	4	12	13	8	2	4	19	16	10	6	12	3	14	2	7	7	14	16	16	5	1	16	13	14	11	6	6	12	17	12	4	13	2	18	6	11	14	14
8	13	10	3	16	7	3	4	15	6	4	11	16	2	1	18	0	15	18	12	15	0	9	11	3	8	9	8	1	4	17	6	16	4	14	11	1	0	2	7
0	18	0	3	15	7	14	11	15	9	11	6	19	11	15	14	1	17	17	14	0	1	19	7	0	4	0	15	7	3	16	18	14	4	0	5	9	7	14	10
0	8	8	6	16	4	0	7	19	12	11	1	14	5	2	5	17	8	8	3	17	19	5	17	0	10	9	6	8	8	12	6	11	13	9	8	16	9	4	6
15	16	8	13	15	14	11	17	9	18	13	6	9	10	6	17	18	4	8	4	19	16	11	3	7	7	3	3	0	11	2	6	17	6	2	1	7	18	7	14
19	14	6	3	0	14	15	14	0	10	15	6	7	15	16	3	17	15	16	11	12	18	8	0	19	6	4	7	4	10	6	18	0	16	19	17	15	16	7	7
11	10	2	11	19	4	3	14	9	2	17	17	18	12	13	7	7	6	15	8	9	13	11	12	4	17	9	11	7	3	16	17	17	4	19	10	15	18	2	1
18	16	4	11	13	0	4	15	14	8	1	12	6	11	13	0	1	7	19	3	12	8	5	3	5	7	12	7	17	9	16	11	5	17	1	19	1	3	7	6
2	14	14	9	2	8	5	14	11	6	10	4	5	16	6	15	13	16	17	14	15	5	5	1	7	6	4	16	1	4	11	16	17	8	9	0	18	10	17	6
18	12	10	15	14	14	3	0	18	18	2	10	12	16	9	5	15	7	10	11	15	13	13	2	19	9	5	16	15	3	4	11	15	4	9	19	19	9	18	10
0	3	4	5	10	16	9	19	17	3	2	2	14	6	2	3	18	15	2	16	9	5	3	2	15	15	9	17	1	19	18	17	9	17	12	1	5	18	18	13
19	1	0	13	13	18	9	1	11	8	11	11	6	5	1	15	13	12	8	8	12	16	11	11	13	9	8	18	8	9	4	18	1	16	17	0	13	6	3	1
12	9	2	11	1	4	2	19	10	8	15	17	6	14	14	15	15	9	3	14	5	15	3	7	4	0	6	6	11	2	12	12	0	6	14	6	13	13	17	10
11	9	14	3	4	12	15	17	10	18	6	4	14	2	14	0	19	17	16	3	17	19	3	3	8	9	12	16	7	19	4	18	11	11	4	18	18	19	8	14
0	1	5	11	1	16	17	15	8	13	12	8	9	1	9	2	17	16	8	8	19	9	13	17	10	13	4	0	1	12	6	18	16	19	14	8	14	12	8	10
1	7	16	15	2	14	0	7	8	12	8	6	3	3	2	12	5	1	8	16	13	8	11	12	3	9	5	7	3	9	11	18	16	11	15	10	9	10	14	16
12	18	4	16	19	14	11	13	18	14	8	7	18	9	1	0	6	3	7	16	8	11	5	0	0	17	18	18	6	19	3	11	0	19	17	9	13	12	6	5
13	10	3	13	16	18	17	7	8	16	2	2	15	15	6	5	1	6	18	15	6	18	17	7	7	17	18	13	1	9	4	3	0	9	19	9	17	9	8	19
19	7	12	17	13	2	5	0	16	13	19	11	18	4	17	3	17	7	16	16	9	19	19	16	17	17	6	13	15	17	9	3	18	8	1	10	18	12	14	7
1	10	16	2	15	8	14	9	15	2	0	13	15	10	13	2	14	12	14	3	17	17	5	0	10	0	6	5	11	12	4	6	14	6	15	0	15	1	10	13
13	18	2	17	4	6	11	13	11	2	0	12	3	16	19	5	7	15	16	13	0	8	13	11	4	15	4	15	6	14	18	3	5	14	9	18	9	14	10	7
11	10	0	15	1	16	3	17	16	17	13	7	17	3	17	0	14	16	10	13	2	16	5	5	8	10	11	11	1	4	7	3	18	17	19	1	6	11	6	10
12	12	14	16	15	12	12	15	18	16	19	6	5	9	12	12	13	12	7	13	19	18	3	6	3	10	9	6	4	7	18	10	7	17	1	17	9	7	2	3
11	13	5	1	15	5	11	18	18	12	17	10	6	3	17	15	6	7	17	13	6	6	9	7	17	15	4	6	8	10	2	17	11	4	17	18	7	16	18	13
17	10	14	12	2	2	3	13	0	8	4	8	9	14	6	7	13	14	10	5	19	19	2	3	4	0	0	7	8	12	3	9	15	14	17	8	5	0	18	19
19	13	3	0	19	5	9	7	19	6	15	11	8	10	11	0	14	6	16	5	2	1	2	3	5	0	8	6	15	1	7	11	9	13	9	5	16	18	8	3
2	12	3	5	14	12	4	11	9	14	12	17	14	9	15	0	0	11	14	9	19	8	11	16	13	6	3	16	8	14	13	17	14	6	6	19	13	0	6	7
12	14	10	17	0	7	4	17	14	16	10	1	19	15	11	11	14	5	2	3	6	9	19	12	4	9	8	18	7	17	6	12	15	17	17	1	16	14	17	18
