27	6	5	24	16	18	25	21	2	6	4	5	10	23	24	6	15	4	18	10	14	19	2	27	27	25	18	26	25	28	13	3	12	16	10	16	12	4	10	5
0	28	17	6	25	17	6	20	2	28	23	8	9	10	19	4	5	9	1	17	27	13	27	5	5	22	18	1	3	13	14	4	25	25	8	22	15	17	2	5
13	5	29	22	27	11	10	4	6	22	8	20	29	4	29	3	24	4	26	13	23	10	27	24	12	12	7	1	25	19	13	16	4	10	8	16	26	16	12	9
19	13	16	17	14	10	7	4	25	19	8	29	25	5	1	20	2	12	1	7	23	4	2	21	0	13	17	9	17	23	13	9	7	16	28	20	25	17	12	18
1	5	17	19	26	25	9	29	12	11	29	27	24	6	14	3	27	22	0	24	23	0	2	17	27	13	2	3	3	13	13	25	10	27	14	8	19	3	27	26
27	0	3	26	15	16	24	6	2	1	8	16	23	20	0	3	2	26	12	10	3	1	21	2	15	4	29	2	11	13	9	3	7	22	19	22	3	0	16	6
5	10	21	11	16	25	25	20	23	6	3	28	21	4	7	20	15	4	27	19	12	4	5	29	5	26	10	26	26	22	28	1	25	22	25	14	19	17	12	6
9	29	27	22	24	24	25	4	6	10	29	11	25	9	22	0	27	7	1	22	24	28	27	11	4	4	27	2	10	20	26	27	12	10	19	13	5	4	11	19
26	5	5	22	15	25	3	14	16	19	6	11	23	24	19	22	6	22	0	18	26	1	28	10	0	4	13	18	25	9	12	25	2	8	25	9	28	20	10	5
5	2	7	10	3	21	6	10	2	10	20	11	29	23	0	29	26	7	17	0	18	3	5	11	15	13	13	3	16	18	16	23	25	8	12	16	25	17	20	5
27	29	5	8	29	17	7	0	11	26	24	29	13	16	0	20	24	23	0	0	22	9	0	24	2	26	18	2	20	2	26	18	7	29	8	22	5	3	20	26
0	26	26	11	19	16	10	23	29	26	0	4	10	4	14	7	15	14	1	24	18	15	17	24	15	22	11	9	28	18	28	25	5	16	13	9	20	9	27	26
12	5	26	21	15	24	28	23	12	14	4	9	25	9	12	0	24	2	25	17	18	28	29	5	16	10	17	18	27	22	17	1	7	19	11	11	2	17	18	19
3	10	21	6	24	16	20	24	28	18	2	5	28	9	22	20	6	12	12	7	9	3	28	5	27	25	7	3	20	20	12	28	17	27	4	14	26	28	10	21
27	22	16	21	19	25	11	18	28	10	8	4	9	28	2	7	24	9	15	17	14	17	17	23	0	15	18	13	27	22	16	23	23	9	14	14	29	3	4	9
1	6	29	8	24	25	6	14	12	26	21	19	29	10	28	6	16	2	15	22	27	3	11	23	20	15	0	12	20	17	28	1	18	16	19	23	26	17	15	18
12	16	29	1	3	17	17	21	29	10	21	16	10	9	7	22	20	12	15	17	3	13	17	10	2	3	18	8	28	28	0	11	2	26	14	29	8	13	11	18
19	26	21	6	29	1	9	29	2	18	24	13	26	28	29	10	5	4	25	10	27	9	11	10	20	23	29	4	10	13	17	27	2	8	13	29	5	15	12	6
13	11	16	14	15	13	9	14	2	26	8	5	23	24	17	14	23	11	27	27	3	0	15	14	12	9	13	23	20	6	26	18	2	29	13	13	29	17	19	9
26	6	16	25	16	9	3	4	29	11	0	16	9	9	12	6	23	11	19	27	12	10	0	10	8	21	18	3	11	18	9	1	10	29	16	16	14	22	3	21
13	0	29	24	19	13	10	24	24	26	4	29	25	28	29	0	16	9	17	10	12	19	15	2	29	13	2	23	26	9	14	28	5	10	12	8	28	22	20	13
0	16	22	8	29	18	20	23	24	10	19	29	29	6	19	10	23	27	23	17	22	22	26	29	0	25	29	2	3	22	0	16	2	10	16	8	19	20	16	7
26	28	7	24	16	12	20	29	29	22	24	29	13	9	20	10	26	26	27	24	24	28	1	23	29	22	6	8	16	17	28	1	2	1	22	22	29	15	14	13
1	16	8	26	15	24	25	5	28	11	19	11	29	24	4	7	15	4	25	18	22	3	17	0	15	6	11	26	20	11	0	27	7	1	4	23	25	8	12	9
3	6	7	14	19	0	20	6	23	15	29	9	13	5	4	29	15	14	1	0	11	22	21	14	9	21	13	3	27	17	14	4	7	10	25	11	5	28	4	6
1	25	6	11	27	18	6	24	29	14	20	20	17	14	28	0	5	26	12	19	27	13	2	14	5	13	17	17	11	9	12	9	9	9	8	29	20	22	19	7
26	25	8	1	15	8	3	6	11	21	8	27	17	9	19	23	16	23	17	28	26	4	27	29	16	6	6	17	25	13	16	20	5	16	27	13	12	28	20	18
5	16	22	1	14	8	25	23	12	14	28	28	9	24	19	25	17	9	15	16	14	9	26	24	0	4	0	18	16	2	4	11	12	2	4	16	0	28	4	6
4	16	29	26	17	9	28	21	6	22	23	29	13	28	0	25	5	17	19	7	16	15	15	0	20	23	13	17	20	9	26	14	19	27	16	11	0	0	22	7
19	25	23	6	26	18	11	18	12	15	2	20	20	24	17	22	22	2	15	28	16	9	29	11	8	25	13	9	26	13	9	23	19	1	25	8	2	9	12	13
19	16	8	24	14	16	7	0	22	21	3	20	28	6	14	6	17	11	27	0	12	1	15	0	2	3	11	13	27	22	4	4	21	8	27	9	26	17	27	19
13	25	21	17	23	9	28	4	24	6	2	13	24	28	20	20	6	22	18	0	27	15	21	24	9	6	18	23	26	17	9	4	17	22	27	9	12	4	27	13
26	26	7	21	29	11	25	21	6	25	3	3	25	16	2	22	5	17	18	16	27	1	1	2	8	9	17	3	3	23	9	28	23	9	8	23	25	21	27	13
5	10	19	14	19	9	20	24	11	19	0	29	23	5	17	6	5	12	15	10	26	22	27	27	8	26	2	1	28	6	17	27	9	25	8	6	26	4	27	9
0	11	19	14	24	11	7	24	11	22	20	16	29	10	29	22	24	22	25	27	16	19	21	11	0	4	11	26	27	6	14	18	17	16	27	29	25	26	2	10
13	29	3	24	29	25	17	6	12	2	23	3	13	23	28	14	20	14	25	19	9	13	2	11	0	10	14	23	25	18	17	3	4	25	11	20	28	28	27	13
13	10	23	26	15	10	6	23	12	18	23	19	21	20	29	0	17	21	18	0	26	1	11	27	16	8	27	1	1	19	26	28	17	1	14	20	20	21	4	24
19	26	19	6	29	1	11	14	29	28	29	28	29	9	17	29	2	21	27	0	14	13	0	5	16	15	6	3	20	9	7	9	5	2	11	9	14	11	16	10
27	22	26	25	17	16	17	10	29	22	3	20	13	24	20	11	16	12	0	18	16	0	27	29	29	9	27	9	27	11	4	28	25	2	14	29	12	16	16	6
27	26	21	14	14	18	10	18	29	27	21	28	21	10	12	14	5	4	1	18	22	16	28	14	8	6	7	8	17	3	17	11	19	27	28	28	20	3	20	19
19	5	19	14	26	17	3	5	22	22	29	3	13	5	7	4	23	12	18	28	27	15	0	23	19	25	27	23	17	19	16	16	21	1	10	16	3	0	11	21
4	28	22	17	19	16	9	24	28	26	28	5	20	16	12	22	17	22	19	22	3	22	1	10	4	15	14	26	16	13	7	9	7	1	28	11	19	16	3	13
27	2	22	22	26	8	20	23	25	21	24	11	10	28	29	6	24	17	1	27	12	3	15	24	5	21	17	23	25	11	7	3	19	8	22	6	14	11	19	18
4	24	8	6	24	12	29	29	17	14	20	4	8	20	24	3	5	12	1	19	22	22	15	11	2	9	6	1	26	23	4	25	18	29	4	20	14	20	11	13
9	24	22	17	25	11	6	21	23	25	24	26	8	6	2	7	20	11	18	24	26	15	11	23	29	21	7	2	20	6	4	9	25	10	25	28	28	9	20	9
9	2	19	22	17	8	24	14	23	14	19	13	21	2	20	6	15	23	26	17	16	19	11	0	29	12	18	9	3	13	26	28	21	8	28	28	29	28	14	7
12	25	21	22	14	1	17	0	16	25	0	3	20	5	24	7	2	9	18	22	3	4	21	17	12	6	0	17	1	22	14	25	18	25	12	16	19	22	14	7
0	29	17	24	25	12	28	0	23	15	20	19	10	28	1	22	15	22	13	19	3	10	1	13	16	3	27	12	10	3	17	20	19	9	10	16	26	15	4	26
9	16	6	17	29	5	11	0	22	11	2	27	20	4	20	4	16	14	12	10	18	9	5	12	4	6	7	13	27	11	26	1	4	9	27	16	22	20	19	5
0	26	16	24	16	10	10	6	28	2	20	5	9	4	7	4	15	2	15	18	26	15	27	0	12	13	29	4	16	20	26	16	7	26	27	8	2	11	3	10
1	11	5	21	25	5	28	10	16	25	28	26	21	5	7	20	17	11	12	22	22	28	27	23	15	12	6	4	17	28	14	27	19	22	14	29	14	20	19	13
3	25	5	17	29	9	3	23	23	10	3	20	28	20	1	25	23	21	12	13	16	9	17	17	29	13	21	8	28	3	14	27	5	19	19	22	3	13	14	22
4	28	19	21	16	18	6	4	17	26	24	3	28	24	4	14	27	12	19	17	4	0	29	17	9	4	10	13	17	22	9	11	5	2	19	28	28	15	2	9
1	11	27	6	27	5	20	0	11	21	4	3	10	18	19	7	23	22	15	18	26	10	5	5	29	23	29	13	17	17	9	9	10	27	19	20	22	16	16	13
19	2	17	14	25	13	3	21	28	28	2	4	13	10	14	0	26	4	13	20	24	13	5	24	12	6	14	2	27	23	7	28	2	1	19	28	26	3	3	6
0	5	7	1	25	10	20	5	2	1	21	20	10	24	29	20	27	21	19	13	18	13	15	0	16	15	2	4	26	2	4	20	18	2	16	14	5	3	3	7
13	2	17	11	26	16	20	21	17	27	28	11	23	4	7	3	16	21	18	17	24	16	5	14	4	10	0	12	11	19	4	27	10	16	16	9	2	15	14	10
3	10	7	21	29	13	6	0	24	26	21	28	24	1	12	10	26	2	19	27	9	4	15	13	0	12	2	1	28	20	12	16	12	16	14	23	12	0	14	11
12	11	22	26	24	17	25	10	23	27	0	9	25	4	29	10	17	23	19	13	4	13	28	8	12	22	21	3	25	11	16	20	17	25	19	9	29	3	10	11
9	6	17	25	19	11	29	10	12	10	21	11	24	16	24	14	2	23	25	7	11	1	15	0	4	25	27	8	17	9	13	4	9	26	11	22	19	15	10	9
4	2	5	11	15	1	7	6	12	22	2	27	26	5	20	0	24	27	15	22	4	1	17	8	5	15	11	3	10	17	4	22	25	10	28	22	28	21	3	11
3	26	16	26	16	8	29	5	12	25	23	8	28	5	29	22	26	27	19	19	24	19	0	17	4	3	7	18	25	28	12	18	25	1	16	13	26	13	16	22
4	25	23	1	27	24	9	0	2	19	3	5	9	28	20	29	23	2	1	16	4	16	26	23	16	3	29	9	11	11	13	14	21	2	11	28	26	22	10	13
19	13	7	1	15	13	17	18	23	21	19	13	9	10	1	20	20	14	19	10	14	0	0	23	27	8	27	1	10	9	0	3	7	1	8	9	11	20	2	19
4	22	6	24	14	17	6	23	23	25	4	13	10	23	14	3	27	23	13	28	14	19	28	8	20	6	17	8	20	9	9	16	18	26	25	14	2	0	2	13
4	13	23	22	24	17	6	6	2	6	3	26	23	6	22	14	26	21	15	7	16	4	0	10	8	10	2	13	10	23	0	16	19	1	8	29	22	28	4	26
12	22	21	11	25	18	9	10	16	21	23	16	8	23	29	6	24	26	15	7	26	9	17	13	9	25	11	1	28	23	7	25	4	9	11	14	29	0	20	19
19	29	23	8	27	12	17	4	16	14	21	11	13	24	19	10	27	17	12	19	14	19	5	2	5	15	7	1	28	3	28	14	10	22	27	11	29	11	12	9
3	0	29	1	19	18	3	21	16	27	28	19	17	4	12	14	5	9	13	22	9	3	11	11	19	26	27	9	3	2	16	18	10	22	22	9	22	4	3	22
0	10	5	1	17	16	11	14	25	21	4	16	13	5	22	4	24	23	0	22	24	13	5	13	8	3	6	23	1	6	9	27	18	10	7	11	20	1	12	9
27	26	29	11	25	1	28	11	24	21	20	16	26	20	20	10	17	11	7	7	23	3	26	11	20	10	14	23	1	22	13	11	5	1	25	23	3	4	12	5
1	5	19	8	16	25	29	5	6	28	2	16	25	4	12	7	17	23	12	24	12	16	26	13	29	10	13	4	28	23	0	3	12	2	27	20	5	15	16	9
